domain,company_name,health_score,verdict,sector,total_signals,it_infrastructure_score,it_infrastructure_tier,it_infrastructure_budget,it_infrastructure_signals,engineering_product_score,engineering_product_tier,engineering_signals,sales_marketing_score,sales_marketing_tier,sales_marketing_signals,legal_compliance_score,legal_compliance_tier,legal_signals,hr_hiring_score,hr_hiring_signals,finance_revops_score,telecom_remote_score,corporate_dev_score,last_checked,trace_url
replo.app,Replo,82,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=replo.app
anvilogic.com,Anvilogic Inc,82,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,77,Enterprise,Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=anvilogic.com
authorium.com,Authorium,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,84,Enterprise,Actively Shipping,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=authorium.com
foley.io,Foley,82,at_risk,general,13,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=foley.io
riskified.com,Riskified,82,at_risk,general,13,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,96,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | Public Status Page Active,,Unknown,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=riskified.com
wordsmith.ai,Wordsmith,82,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=wordsmith.ai
rescale.com,Rescale,82,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,88,Enterprise,Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=rescale.com
performyard.com,PerformYard,82,at_risk,general,18,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=performyard.com
moderntreasury.com,Moderntreasury,82,at_risk,general,15,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=moderntreasury.com
boardable.com,Boardable Indianapolis,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=boardable.com
compa.ai,Compa,82,at_risk,general,18,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=compa.ai
sitemate.com,Sitemate,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sitemate.com
joist.ai,Joist Ai,82,at_risk,general,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=joist.ai
koho.ca,Koho,82,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Heavy Ad Spend | Premium SaaS Stack | Enterprise Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=koho.ca
reka.ai,Reka,82,at_risk,general,16,97,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=reka.ai
davidenergy.com,Davidenergy,82,at_risk,general,16,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,58,Growth,Rich Internal Infrastructure | ⚠ App Abandoned,100,Enterprise,Enterprise Analytics Stack | IPO Signal (External Intel) | Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=davidenergy.com
fyxer.com,Fyxer,82,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,82,Enterprise,Growth Analytics Stack,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=fyxer.com
valley.com,Valley National Bancorp,82,at_risk,general,14,98,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine,97,Enterprise,App Recently Updated | SSO Infrastructure Detected | Moderate Infrastructure Footprint,100,Enterprise,Enterprise Analytics Stack | Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=valley.com
allocate.co,Allocate,82,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=allocate.co
tryplayground.com,Playground,82,at_risk,general,14,97,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,100,Enterprise,App Recently Updated | Actively Shipping | Moderate Infrastructure Footprint,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=tryplayground.com
instructure.com,Instructure,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=instructure.com
flywire.com,Flywire Corp,82,at_risk,general,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider | Web Application Firewall,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=flywire.com
gartner.com,Gartner Inc,81,at_risk,general,12,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced,98,Enterprise,Rich Internal Infrastructure | App Recently Updated | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=gartner.com
activtrak.com,ActivTrak,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine | Modern CDN | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,96,Enterprise,Premium SaaS Stack | Active Advertising,93,Enterprise,Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=activtrak.com
ubteam.com,Universal Business Team,81,actively_hiring,general,30,97,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise Email Security Gateway | DMARC Quarantine | Modern CDN,87,Enterprise,Rich .well-known Configuration | Apple Pay Merchant Association | Mobile App Deep Linking (iOS + Android) | Security Disclosure Policy,35,Startup,⚠ High Redirect Cascade | Active Advertising | ⚠ Pricing Page Redirected or Missing,75,Enterprise,Trust Page Present,50,—,100,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=ubteam.com
gtigrows.com,Green Thumb Industries Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Quarantine | Modern CDN | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=gtigrows.com
stainless.com,Stainlessapi,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=stainless.com
kantox.com,Kantox,81,at_risk,general,17,96,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Web Application Firewall,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Premium SaaS Stack | Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=kantox.com
numeralhq.com,Numeral,81,at_risk,general,16,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=numeralhq.com
ravelin.com,Ravelin,81,at_risk,general,16,100,Enterprise,Active,DMARC Fully Enforced | Enterprise CDN/WAF | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=ravelin.com
supabase.com,Supabase,81,at_risk,cloud_infra,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=supabase.com
yelp.com,Yelp Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Enterprise CDN/WAF | Business Email Provider,99,Enterprise,Rich Internal Infrastructure | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=yelp.com
acadian-inc.com,Acadian Asset Management Inc,81,at_risk,general,17,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=acadian-inc.com
lattice.com,Lattice,81,at_risk,enterprise_saas,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,94,Enterprise,App Recently Updated | Actively Shipping | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=lattice.com
bluum.com,Bluum,81,at_risk,general,13,100,Enterprise,Active,Enterprise Email Gateway | DMARC Fully Enforced | Verified SaaS Tooling,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,,Unknown,—,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=bluum.com
unifygtm.com,Unify,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,93,Enterprise,High Shipping Velocity | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,89,Enterprise,SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=unifygtm.com
hydrofarm.com,Hydrofarm Holdings Group Inc,81,actively_hiring,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider | Enterprise Email Platform,78,Enterprise,Moderate Infrastructure Footprint,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=hydrofarm.com
maventus.com,Maventus Group,81,actively_hiring,general,17,95,Enterprise,Active,DMARC Quarantine | Fast TTFB | Verified SaaS Tooling,85,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,50,100,2026-03-25,https://www.thesubspace.io/trace?domain=maventus.com
inworld.ai,Inworld Ai,81,at_risk,general,17,98,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=inworld.ai
pitch.com,Pitch,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,98,Enterprise,Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=pitch.com
cigna.com,Cigna,81,actively_hiring,big_tech,38,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Enterprise Email Security Gateway | Enterprise CDN/WAF | DMARC Quarantine,82,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,45,Startup,⚠ High Redirect Cascade | ⚠ Pricing Page Redirected or Missing | Government Contracts (USAspending) | SEC Public Filer,94,Enterprise,Comprehensive Trust Center | SOC 2 Compliance | Active H-1B Filer | HIPAA Compliance,95,Excellent Job Quality | Active Job Board | Healthy Description Quality,50,100,100,2026-03-25,https://www.thesubspace.io/trace?domain=cigna.com
theorg.com,The Org,81,at_risk,general,15,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,96,Enterprise,Premium SaaS Stack | Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=theorg.com
omnea.co,Omnea,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,91,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=omnea.co
drata.com,Drata,81,at_risk,cybersecurity,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Business Email Provider,96,Enterprise,Mature Engineering Infrastructure | SSO Infrastructure Detected | Moderate Infrastructure Footprint | Public Status Page Active,50,Growth,—,99,Enterprise,ATS Integration Verified | Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=drata.com
overflow.co,Overflow,81,at_risk,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Active Advertising | Growth Analytics Stack | Rich Third-Party Integration,89,Enterprise,SOC 2 Compliance | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=overflow.co
alstom.com,Alstom North America,81,actively_hiring,general,17,100,Enterprise,Active,DMARC Fully Enforced | Verified SaaS Tooling | Business Email Provider | Enterprise Email Platform,76,Enterprise,App Recently Updated,100,Enterprise,Stable URL Structure,90,Enterprise,Verified Vendor Spend,50,—,,100,50,2026-03-25,https://www.thesubspace.io/trace?domain=alstom.com
illumio.com,Illumio,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | DMARC Fully Enforced | Modern CDN | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | App Recently Updated | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=illumio.com
sfcompute.com,Sfcompute,81,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider,99,Enterprise,Rich Internal Infrastructure | Actively Shipping | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,50,Growth,—,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=sfcompute.com
gomining.com,GoMining,81,at_risk,general,15,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,100,Enterprise,High Shipping Velocity | App Recently Updated | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=gomining.com
nightfall.ai,Nightfall Ai,81,at_risk,general,19,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,87,Enterprise,Active Advertising | Government Contracts (USAspending),98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=nightfall.ai
expensify.com,Expensify Inc,81,actively_hiring,general,14,95,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced,78,Enterprise,Moderate Infrastructure Footprint,100,Enterprise,Stable URL Structure,92,Enterprise,Verified Vendor Spend,50,—,,50,100,2026-03-25,https://www.thesubspace.io/trace?domain=expensify.com
talos.com,Talos Trading,81,at_risk,general,20,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,97,Enterprise,Premium SaaS Stack | Active Advertising | Rich Third-Party Integration,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=talos.com
middesk.com,Middesk,81,at_risk,general,18,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,91,Enterprise,Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=middesk.com
plexus.co,Plexus,81,at_risk,general,13,94,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider,95,Enterprise,App Recently Updated | Moderate Infrastructure Footprint,100,Enterprise,Active Advertising | Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=plexus.co
tensorwave.com,Tensorwave,81,at_risk,general,16,100,Enterprise,Active,Verified SaaS Tooling | DMARC Fully Enforced | Modern CDN | Business Email Provider | Web Application Firewall,82,Enterprise,Moderate Infrastructure Footprint,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | SOC 2 Compliance | Basic Trust Center | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=tensorwave.com
coreweave.com,Coreweave,81,at_risk,general,18,96,Enterprise,Active,Verified SaaS Tooling | Enterprise Email Gateway | Modern CDN | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=coreweave.com
thanks.com,Thanks,81,at_risk,general,17,95,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Business Email Provider,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,92,Enterprise,Active Advertising,99,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=thanks.com
kombo.dev,Kombo,81,at_risk,cloud_infra,19,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,95,Enterprise,Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,93,Enterprise,Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=kombo.dev
serval.com,Serval,81,at_risk,general,14,98,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Business Email Provider,94,Enterprise,Actively Shipping | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=serval.com
docebo.com,Docebo Inc,81,at_risk,general,14,100,Enterprise,Active,Verified SaaS Tooling | Enterprise CDN/WAF | DMARC Quarantine | Business Email Provider,93,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Basic Trust Center,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=docebo.com
crewai.com,CrewAI,81,at_risk,general,18,100,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider | Web Application Firewall,97,Enterprise,Rich Internal Infrastructure | Mature Engineering Infrastructure | SSO Infrastructure Detected | Public Status Page Active,94,Enterprise,Active Advertising | Rich Third-Party Integration,90,Enterprise,Verified Vendor Spend,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=crewai.com
posthog.com,Posthog,81,at_risk,cloud_infra,18,99,Enterprise,Active,Verified SaaS Tooling | DMARC Quarantine | Modern CDN | Business Email Provider,89,Enterprise,Moderate Infrastructure Footprint | Public Status Page Active,82,Enterprise,Growth Analytics Stack,98,Enterprise,Verified Vendor Spend | Comprehensive Trust Center | SOC 2 Compliance | HIPAA Compliance,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=posthog.com
hospitable.com,Hospitable,81,at_risk,general,16,100,Enterprise,Active,DMARC Quarantine | Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,98,Enterprise,App Recently Updated | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,100,Enterprise,Enterprise Analytics Stack | Active Advertising,75,Enterprise,Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=hospitable.com
permutive.com,Permutive,81,at_risk,general,16,95,Enterprise,Active,Verified SaaS Tooling | Modern CDN | Business Email Provider | Web Application Firewall,99,Enterprise,Actively Shipping | Mature Engineering Infrastructure | Moderate Infrastructure Footprint | Public Status Page Active,92,Enterprise,Active Advertising,98,Enterprise,Verified Vendor Spend | Trust Page Present,50,—,,,,2026-03-25,https://www.thesubspace.io/trace?domain=permutive.com
